timestamp,open,high,low,close,volume
2000-01-03,63.513412,63.928532,62.653518999999996,62.920382999999994,1296000
2000-01-04,61.675022,62.386658,61.2006,61.2006,2073600
2000-01-05,61.28955500000001,63.187248,61.052341000000006,63.187248,3653200
2000-01-06,63.098293000000005,67.13089000000001,62.86108,64.96633100000001,4885500
2000-01-07,65.94483199999999,66.864029,65.47040600000001,66.419258,3469200
2000-01-10,66.063438,66.38960300000001,64.640167,64.729118,1707300
2000-01-11,63.809929000000004,64.491913,63.780277000000005,64.106445,1343200
2000-01-12,64.106445,65.707619,63.809929000000004,65.351799,3209100
2000-01-13,64.758774,66.093086,64.758774,65.47040600000001,2186600
2000-01-14,65.47040600000001,66.38960300000001,65.025635,65.94483199999999,2217800
2000-01-18,65.47040600000001,65.589012,61.64536999999999,61.823280000000004,2656000
2000-01-19,62.268051,63.187248,60.84478000000001,61.28955500000001,2812000
2000-01-20,61.408161,61.408161,58.354061,59.680962,2608800
2000-01-21,58.591269999999994,59.036041000000004,56.693577000000005,57.938938,3664000
2000-01-24,58.828483999999996,60.014542000000006,57.31625699999999,59.925587,2639600
2000-01-25,59.925587,60.073845,56.812183,57.909286,2975800
2000-01-26,57.879635,59.036041000000004,56.693577000000005,57.523818999999996,2580300
2000-01-27,58.354061,59.065693,55.981944999999996,56.48601899999999,3089300
2000-01-28,56.574974,56.663925,54.23251,54.440067000000006,3281200
2000-01-31,54.558673999999996,55.359264,53.787735,55.270309,2186000
2000-02-01,55.151703000000005,57.256954,54.91449,56.871487,2265800
2000-02-02,56.45636700000001,56.693577000000005,53.758083,54.617977,2853900
2000-02-03,54.855185999999996,55.03309599999999,53.758083,54.558673999999996,2287600
2000-02-04,55.03309599999999,55.0924,52.898193000000006,53.224357999999995,1822300
2000-02-07,53.609829000000005,53.728432,52.601677,52.898193000000006,2215300
2000-02-08,53.847038,53.847038,52.542374,52.927845,1770700
2000-02-09,53.135403000000004,53.580177,51.237713,51.385967,2501300
2000-02-10,51.504574,51.593529,50.110954,50.259212,2352900
2000-02-11,50.199909000000005,51.119106,49.340019,50.170258000000004,2152400
2000-02-14,50.051651,51.237713,49.102806,50.199909000000005,3123300
2000-02-15,50.259212,52.156906,50.051651,51.682484,3978400
2000-02-16,51.652832000000004,51.949345,50.585381,50.881893,1846800
2000-02-17,51.237713,51.593529,50.170258000000004,51.089455,1702200
2000-02-18,51.089455,51.089455,48.865593,49.695834999999995,2098000
2000-02-22,49.695834999999995,54.588326,49.695834999999995,54.143555000000006,2638100
2000-02-23,53.669128,54.084251,52.186558000000005,52.542374,2194000
2000-02-24,52.186558000000005,52.216209,49.132458,51.089455,1744600
2000-02-25,51.089455,51.089455,49.814442,50.199909000000005,1538600
2000-02-28,49.399322999999995,52.364468,48.865593,51.030151000000004,2441800
2000-02-29,51.030151000000004,51.949345,49.755138,51.474922,1957700
2000-03-01,51.534225,51.593529,48.56908,49.043503,2018000
2000-03-02,48.391171,48.628384000000004,46.789993,47.205112,2689500
2000-03-03,48.865593,53.461571,48.391171,52.067951,4051400
2000-03-06,52.542374,52.868542000000005,48.539429,49.428974,2974100
2000-03-07,47.916748,48.687687,45.218468,45.544632,4333000
2000-03-08,46.167313,47.412673999999996,43.646938,46.55278,4716600
2000-03-09,45.307419,46.137661,44.595787,45.485329,2718400
2000-03-10,45.633587,47.264416,45.070209999999996,46.493477,2065600
2000-03-13,45.159164000000004,48.035354999999996,45.099861,47.323719,2117200
2000-03-14,47.383022,47.501629,46.019054,46.137661,1959100
2000-03-15,46.374874,50.526077,46.374874,50.526077,3358500
2000-03-16,50.407471,53.224357999999995,48.509777,53.105751,4397300
2000-03-17,53.105751,53.105751,49.814442,50.526077,2913300
2000-03-20,51.237713,52.186558000000005,50.526077,51.237713,1840100
2000-03-21,50.318515999999995,52.423771,50.288864000000004,51.919693,1826200
2000-03-22,51.919693,51.919693,49.547577000000004,49.666183000000004,1880100
2000-03-23,49.577228999999996,51.356316,49.577228999999996,50.288864000000004,2202200
2000-03-24,50.288864000000004,52.245861,49.814442,51.415619,2016100
2000-03-27,50.288864000000004,52.868542000000005,50.288864000000004,51.741787,2250900
2000-03-28,51.385967,54.084251,51.385967,51.474922,2422900
2000-03-29,51.059803,52.512722,50.555729,51.890041,2024000
2000-03-30,51.830742,56.27845799999999,51.741787,55.270309,3723400
2000-03-31,55.507518999999995,56.515671,53.995295999999996,54.084251,2943300
2000-04-03,55.507518999999995,56.871487,55.270309,56.871487,2226200
2000-04-04,56.45636700000001,59.540119,55.03309599999999,56.367413,3714100
2000-04-05,56.367413,57.375561,53.580177,54.884838,1984500
2000-04-06,54.884838,56.515671,54.440067000000006,55.981944999999996,2050000
2000-04-07,55.981944999999996,56.426716000000006,54.321461,54.795887,2305900
2000-04-10,54.558673999999996,55.892990000000005,54.202858,54.944141,1397200
2000-04-11,54.084251,56.397064,54.084251,55.833687,2657700
2000-04-12,55.833687,58.828483999999996,55.507518999999995,56.841834999999996,3393300
2000-04-13,56.93079,56.990093,54.351112,54.706931999999995,3647300
2000-04-14,53.847038,54.262156999999995,50.259212,50.822590000000005,2762400
2000-04-17,50.526077,52.305164000000005,50.288864000000004,51.089455,1803800
2000-04-18,50.437121999999995,50.822590000000005,47.442326,49.340019,2632400
2000-04-19,50.170258000000004,50.733635,48.302215999999994,48.391171,2201800
2000-04-20,47.916748,50.051651,47.916748,49.992352000000004,2349100
2000-04-24,50.229561,52.186558000000005,50.140606,51.712134999999996,2004900
2000-04-25,51.712134999999996,52.957497,51.059803,51.237713,2456000
2000-04-26,50.526077,51.17841,49.814442,50.081303000000005,2430400
2000-04-27,50.081303000000005,52.749935,50.081303000000005,51.712134999999996,3515600
2000-04-28,51.712134999999996,54.884838,51.712134999999996,53.609829000000005,3470700
2000-05-01,53.698780000000006,55.181355,53.402267,55.03309599999999,2171000
2000-05-02,55.03309599999999,57.01974499999999,54.440067000000006,56.841834999999996,3169100
2000-05-03,56.426716000000006,56.45636700000001,54.202858,54.202858,1952800
2000-05-04,54.91449,55.833687,54.440067000000006,55.129463,1775400
2000-05-05,55.240657999999996,56.27845799999999,55.181355,56.085724,1292700
2000-05-08,55.270309,55.804035,54.29180899999999,54.825539,1490600
2000-05-09,54.766234999999995,56.27845799999999,54.766234999999995,55.42598,1677800
2000-05-10,55.03309599999999,55.477867,54.143555000000006,54.351112,1180900
2000-05-11,54.617977,56.159851,53.639477,55.71508000000001,3058600
2000-05-12,55.03309599999999,55.359264,54.17320600000001,54.662453,1532100
2000-05-15,54.795887,56.693577000000005,54.67728,56.308108999999995,1342400
2000-05-16,55.981944999999996,56.041244999999996,53.87669,54.380764,1834600
2000-05-17,54.499371,54.529022,52.66098,53.194706000000004,2629000
2000-05-18,53.254008999999996,53.758083,52.0383,53.550526,1577400
2000-05-19,51.949345,53.87669,51.949345,53.520874,2618700
2000-05-22,54.084251,55.0924,53.580177,54.113903,1587700
2000-05-23,54.23251,55.00344499999999,53.313313,54.469719,1485500
2000-05-24,54.469719,55.299960999999996,52.957497,53.254008999999996,1463800
2000-05-25,52.423771,52.601677,49.369671000000004,49.933048,2483800
2000-05-26,50.288864000000004,50.763287,48.687687,48.895245,2571700
2000-05-30,49.310368,51.237713,48.687687,50.615032,2094700
2000-05-31,50.615032,51.62318,50.229561,50.792938,1886800
2000-06-01,50.763287,50.763287,49.488274,50.377819,1335800
2000-06-02,50.881893,51.919693,49.814442,51.208061,1993900
2000-06-05,51.237713,51.712134999999996,50.64468,51.297012,1346400
2000-06-06,51.297012,51.297012,49.844093,50.199909000000005,1487900
2000-06-07,50.229561,50.822590000000005,49.577228999999996,49.636532,1232800
2000-06-08,49.577228999999996,49.844093,48.746990000000004,49.102806,2059900
2000-06-09,49.221413,49.873745,49.043503,49.191761,1476900
2000-06-12,48.865593,50.64468,48.717339,49.903397,1307200
2000-06-13,51.148758,51.148758,49.102806,49.251064,1604600
2000-06-14,49.310368,51.208061,49.132458,51.0005,2327600
2000-06-15,50.526077,52.067951,50.496426,51.474922,2043700
2000-06-16,51.474922,52.186558000000005,50.763287,51.267361,2851600
2000-06-19,50.881893,51.504574,48.035354999999996,48.391171,2343700
2000-06-20,47.679534999999994,48.035354999999996,46.167313,47.323719,3073000
2000-06-21,46.256268,48.035354999999996,46.256268,48.035354999999996,1727900
2000-06-22,47.323719,47.9464,46.701038,47.056854,2436400
2000-06-23,46.967903,47.234764,45.633587,46.167313,2193600
2000-06-26,45.544632,45.900448,42.964954,43.765545,2130700
2000-06-27,44.03241,46.701038,43.8545,45.900448,2732700
2000-06-28,44.655087,46.434177000000005,43.587635,44.877476,2177400
2000-06-29,44.832996,45.900448,43.231819,44.566134999999996,1437500
2000-06-30,43.409729,44.47718,42.787048,42.964954,1905800
2000-07-03,43.587635,45.722542,43.587635,45.544632,1031400
2000-07-05,45.900448,47.056854,45.900448,46.789993,2029100
2000-07-06,47.501629,47.501629,43.8545,44.121361,1505400
2000-07-07,44.121361,44.388226,42.698093,42.698093,2222700
2000-07-10,43.409729,44.744040999999996,43.231819,44.076885,1810500
2000-07-11,43.765545,47.679534999999994,43.765545,47.546104,2427800
2000-07-12,47.145809,48.213264,46.167313,46.567608,2492600
2000-07-13,46.967903,48.035354999999996,46.345222,47.635059000000005,1526500
2000-07-14,47.679534999999994,47.76849,44.210316,45.188815999999996,1891600
2000-07-17,44.921951,44.921951,43.765545,44.076885,1785300
2000-07-18,44.566134999999996,44.566134999999996,43.409729,43.898975,1656100
2000-07-19,44.03241,44.299271000000005,43.587635,43.81002,928500
2000-07-20,43.943455,44.121361,41.808547999999995,42.342273999999996,1945700
2000-07-21,42.342273999999996,43.587635,42.342273999999996,42.698093,1984000
2000-07-24,42.964954,42.964954,41.363777,42.030933000000005,1902100
2000-07-25,42.698093,43.053909000000004,41.719592999999996,41.986458,1503400
2000-07-26,41.808547999999995,42.075413,39.851555,40.029461,2433100
2000-07-27,41.274822,41.452732,39.673645,40.029461,2677700
2000-07-28,40.118415999999996,41.274822,39.58469,40.652142,2181700
2000-07-31,41.007961,42.075413,40.741096,40.919006,1776600
2000-08-01,41.185867,41.274822,39.851555,40.207371,1606600
2000-08-02,40.118415999999996,40.652142,39.673645,39.940506,1632500
2000-08-03,40.207371,40.919006,39.495734999999996,39.673645,1459800
2000-08-04,40.207371,40.385281,39.139919,39.58469,1478100
2000-08-07,39.58469,40.830051,39.40678,40.741096,2017500
2000-08-08,40.830051,41.007961,40.118415999999996,40.919006,1672200
2000-08-09,41.274822,42.164367999999996,40.919006,41.719592999999996,3565700
2000-08-10,41.719592999999996,41.808547999999995,40.385281,40.563187,2046000
2000-08-11,40.919006,41.630642,40.563187,41.541686999999996,1257400
